page_nos,article_title,article_link,article_hint,article_tags
7,Direction Cosines and Direction Ratios,https://www.geeksforgeeks.org/direction-cosines-and-direction-ratios/,"Usually, for three-dimensional geometry, we rely on the three-dimensional Cartesian plane. Vectors can also be used to describe the lines and the angles they make… ","Class 12, School Learning, School Mathematics"
8,"Measures of spread – Range, Variance, and Standard Deviation",https://www.geeksforgeeks.org/measures-of-spread-range-variance-and-standard-deviation/,"Collecting the data and representing it in form of tables, graphs, and other distributions is essential for us. But, it is also essential that we… ","Class 11, School Learning, School Mathematics"
8,Uniform Circular Motion,https://www.geeksforgeeks.org/uniform-circular-motion/,"Motion in a plane is when an object moves in two coordinates, say x, y or y, z, and so on. One of the examples… ","Picked, Class 11, School Learning, School Physics"
8,Free Fall,https://www.geeksforgeeks.org/free-fall/,"There are always two cases of things falling to the ground. One is when something is thrown to the ground, for example, throwing a ball.… ","Picked, Class 11, School Learning, School Physics"
8,Brute Force Approach and its pros and cons,https://www.geeksforgeeks.org/brute-force-approach-and-its-pros-and-cons/,"In this article, we will discuss what is Brute Force Algorithm and what are its pros and cons. Below given are some features of the… ",Algorithms
8,Ethereum Blockchain – Getting Free Test Ethers For Rinkeby Test Network,https://www.geeksforgeeks.org/ethereum-blockchain-getting-free-test-ethers-for-rinkeby-test-network/,There is a term called gas that we all pay when we want to make a transaction or execute a contract on the Ethereum blockchain… ,"BlockChain, Advanced Computer Subject"
8,Relative Motion in One Dimension,https://www.geeksforgeeks.org/relative-motion-in-one-dimension/,"Mother Earth always seems to be stationary to human beings but in reality, Earth is constantly revolving around the Sun, and it is a Universal… ","Picked, Class 11, School Learning, School Physics"
8,15 Commonly Asked Blockchain Interview Questions & Answers,https://www.geeksforgeeks.org/15-commonly-asked-blockchain-interview-questions-answers/,Blockchain is the backbone Technology of Digital Crypto Currency Bitcoin. The blockchain is a distributed database of records of all transactions or digital events that… ,"BlockChain, Advanced Computer Subject, GBlog"
8,Good Coding Practices For Backend Developers,https://www.geeksforgeeks.org/good-coding-practices-for-backend-developers/,"API, Authentication, Design Patterns, MVC, Cache, Cookies, Sessions, JSON, Endpoints, Server, Hosting, Postman, CRUD, Curl… Aren’t all these words familiar to you??? If yes, then… ","GBlog, Web Technologies"
8,UHG(Optum) Interview Experience | Off-Campus,https://www.geeksforgeeks.org/uhgoptum-interview-experience-off-campus/,"1st Round – This was an online coding exam consisting of 3 questions from DS/Algo and 3 questions on SQL. The difficulty level was medium,… ","Marketing, Off-Campus, Optum, UHG, Interview Experiences"
8,Bloomberg Interview Experience for Software Engineer | NYC March 2021,https://www.geeksforgeeks.org/bloomberg-interview-experience-for-software-engineer-nyc-march-2021/,"I applied to Bloomberg for the Software Engineer New Grad position and received an offer. Phone Screen:  After a brief resume review, the interviewer was… ","Bloomberg, Marketing, Interview Experiences"
8,Swiggy Interview Experience for SDE-1,https://www.geeksforgeeks.org/swiggy-interview-experience-for-sde-1-2/,Status: A backend developer with 2+ years of experience in a service-based company. Position Interviewed for Swiggy SDE1 Location: Bangalore (Interviews were completely virtual) Month:… ,"Marketing, Swiggy, Interview Experiences"
8,Google Cloud Platform – User Defined Functions in BigQuery,https://www.geeksforgeeks.org/google-cloud-platform-user-defined-functions-in-bigquery/,"SQL has many built-in functions for performing calculations on data. But sometimes, your systems might need to handle data, such as string or date values,… ","Cloud-Computing, Google Cloud Platform"
8,How to create new elements with ReactJS mapping props ?,https://www.geeksforgeeks.org/how-to-create-new-elements-with-reactjs-mapping-props/,If we want to create new elements/components using mapping props then we can use the map() function. The map() method creates a new array populated… ,"Picked, React-Questions, ReactJS, Web Technologies"
8,5 Operating System Concepts You Should Know As a Developer,https://www.geeksforgeeks.org/5-operating-system-concepts-you-should-know-as-a-developer/,"Being a developer you might have focused your skills on problem-solving and data structure. Well, no doubt this is one of the most essential skills.… ","Computer Subject, GBlog, Operating Systems"
8,In-Place Merge Sort | Set 2,https://www.geeksforgeeks.org/in-place-merge-sort-set-2/,"Given an array A[] of size N, the task is to sort the array in increasing order using In-Place Merge Sort. Examples: Input: A =… ","array-merge, Merge Sort, Arrays, Recursion, Sorting"
9,Number which is co-prime with all integers from a given range,https://www.geeksforgeeks.org/number-which-is-co-prime-with-all-integers-from-a-given-range/,"Given two positive integers L and R, the task is to find an integer X greater than 1 such that X is co-prime with all… ","Prime Number, Greedy, Mathematical, Searching"
9,HackWithInfy SES(Systems Engineer Specialist) Interview Experience 2020,https://www.geeksforgeeks.org/hackwithinfy-sessystem-engineer-specialist-interview-experience-2020/,Difficulty level: Easy Round- 1 Coding Round The Coding round was held on the HackerEarth platform on 30th March 2020. It comprises 3 questions that… ,"HackWithInfy, Infosys, Infosys-interview-experience, Marketing, Interview Experiences"
9,Google Cloud Platform – Woking with External Data in BigQuery,https://www.geeksforgeeks.org/google-cloud-platform-woking-with-external-data-in-bigquery/,"In BigQuery it’s also possible to query data stored externally or outside BigQuery. In this article, we’re diving into these external data sources. It’s possible… ","Cloud-Computing, Google Cloud Platform"
9,Program to construct a DFA to check if a given integer is unsigned or not,https://www.geeksforgeeks.org/program-to-construct-a-dfa-to-check-if-a-given-integer-is-unsigned-or-not/,"Given a string S that represents an integer, the task is to check if the given string S represents an unsigned integer or not by… ","DFA, Compiler Design, Strings, Theory of Computation & Automata"
9,Count number of coordinates from an array satisfying the given conditions,https://www.geeksforgeeks.org/count-number-of-coordinates-from-an-array-satisfying-the-given-conditions/,"Given an array arr[] consisting of N coordinates in the Cartesian Plane, the task is to find the number of coordinates, such as (X, Y),… ","Coordinate Geometry, Arrays, Geometric, Mathematical"
9,Rotate all Matrix elements except the diagonal K times by 90 degrees in clockwise direction,https://www.geeksforgeeks.org/rotate-all-matrix-elements-except-the-diagonal-k-times-by-90-degrees-in-clockwise-direction/,"Given a square matrix mat[][] of dimension N and an integer K, the task is to rotate the matrix by 90 degrees K times without… ","array-rearrange, rotation, Greedy, Mathematical, Matrix"
9,Remove trailing zeros from the sum of two numbers ( Using Stack ),https://www.geeksforgeeks.org/remove-trailing-zeros-from-the-sum-of-two-numbers-using-stack/,"Given two numbers A and B, the task is to remove the trailing zeros present in the sum of the two given numbers using a… ","cpp-stack-functions, number-digits, Mathematical, Stack"
9,Convert a Mobile Numeric Keypad sequence to equivalent sentence,https://www.geeksforgeeks.org/convert-a-mobile-numeric-keypad-sequence-to-equivalent-sentence/,"Given a string S of size N, consisting of digits [0 – 9] and character ‘.’, the task is to print the string that can… ","Amazon, interview-preparation, Backtracking, Hash, Mathematical, Strings"
9,Maximize cost of removing all occurrences of substrings “ab” and “ba”,https://www.geeksforgeeks.org/maximize-cost-of-removing-all-occurrences-of-substrings-ab-and-ba/,"Given a string S and integers P and Q, which denotes the cost of removal of substrings “ab” and “ba” respectively from S, the task… ","Google, interview-preparation, substring, Greedy, Stack, Strings"
9,Segregate Prime and Non-Prime Numbers in an array,https://www.geeksforgeeks.org/segregate-prime-and-non-prime-numbers-in-an-array/,"Given an array arr[] of size N, the task is to rearrange the array elements such that all the Prime numbers are placed before the… ","interview-preparation, Paytm, Prime Number, sieve, two-pointer-algorithm, Arrays, Mathematical"
